%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1658644057156097063,13020,1658644057100145940,gps,2,0,37.2390757,126.7730607,29.53,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644057256532576,13021,1658644057200145929,gps,2,0,37.2390757,126.7730607,29.527,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644057363821252,13022,1658644057300145918,gps,2,0,37.2390757,126.7730607,29.53,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644057452344023,13023,1658644057400145907,gps,2,0,37.2390757,126.7730607,29.539,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644057549198319,13024,1658644057500145896,gps,2,0,37.2390758,126.7730607,29.542,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644057646769498,13025,1658644057600145885,gps,2,0,37.2390757,126.7730607,29.538,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644057747110303,13026,1658644057700145874,gps,2,0,37.2390757,126.7730607,29.535,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644057848683157,13027,1658644057800145863,gps,2,0,37.2390757,126.7730607,29.534,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644057950567123,13028,1658644057900145852,gps,2,0,37.2390757,126.7730607,29.536,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644058056262911,13029,1658644058000145842,gps,2,0,37.2390757,126.7730607,29.53,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644058162687484,13030,1658644058100145831,gps,2,0,37.2390757,126.7730607,29.531,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644058268083473,13031,1658644058200145820,gps,2,0,37.2390757,126.7730607,29.53,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644058357300812,13032,1658644058300145809,gps,2,0,37.2390757,126.7730607,29.531,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644058452136034,13033,1658644058400145798,gps,2,0,37.2390757,126.7730607,29.534,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644058547376855,13034,1658644058500145787,gps,2,0,37.2390758,126.7730607,29.533,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644058647653119,13035,1658644058600145776,gps,2,0,37.2390758,126.7730607,29.535,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644058750142412,13036,1658644058700145765,gps,2,0,37.2390758,126.7730607,29.532,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644058851253480,13037,1658644058800145754,gps,2,0,37.2390758,126.7730607,29.533,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644058949267741,13038,1658644058900145743,gps,2,0,37.2390758,126.7730607,29.531,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644059056691690,13039,1658644059000145733,gps,2,0,37.2390758,126.7730607,29.528,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644059153335141,13040,1658644059100145722,gps,2,0,37.2390758,126.7730607,29.534,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644059261537575,13041,1658644059200145711,gps,2,0,37.2390758,126.7730607,29.533,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644059352828039,13042,1658644059300145700,gps,2,0,37.2390758,126.7730607,29.54,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644059452229226,13043,1658644059400145689,gps,2,0,37.2390758,126.7730607,29.54,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644059551400989,13044,1658644059500145678,gps,2,0,37.2390758,126.7730607,29.531,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644059652667913,13045,1658644059600145667,gps,2,0,37.2390758,126.7730607,29.533,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644059753079100,13046,1658644059700145657,gps,2,0,37.2390758,126.7730607,29.537,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644059850427200,13047,1658644059800145646,gps,2,0,37.2390758,126.7730607,29.534,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644059954576910,13048,1658644059900145635,gps,2,0,37.2390758,126.7730607,29.536,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644060062263402,13049,1658644060000145624,gps,2,0,37.2390758,126.7730607,29.54,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644060155560830,13050,1658644060100145613,gps,2,0,37.2390758,126.7730607,29.541,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644060264474330,13051,1658644060200145602,gps,2,0,37.2390758,126.7730607,29.54,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644060353316292,13052,1658644060300145591,gps,2,0,37.2390758,126.7730607,29.54,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644060456519438,13053,1658644060400145580,gps,2,0,37.2390758,126.7730607,29.538,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644060552702244,13054,1658644060500145569,gps,2,0,37.2390758,126.7730607,29.537,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644060654253467,13055,1658644060600145559,gps,2,0,37.2390758,126.7730607,29.537,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644060753116085,13056,1658644060700145548,gps,2,0,37.2390758,126.7730607,29.537,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644060856062403,13057,1658644060800145537,gps,2,0,37.2390758,126.7730607,29.542,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644060958659123,13058,1658644060900145526,gps,2,0,37.2390758,126.7730607,29.543,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644061060371270,13059,1658644061000145515,gps,2,0,37.2390758,126.7730607,29.54,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644061158347829,13060,1658644061100145504,gps,2,0,37.2390758,126.7730607,29.544,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644061253372942,13061,1658644061200145493,gps,2,0,37.2390758,126.7730607,29.545,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644061353310705,13062,1658644061300145482,gps,2,0,37.2390758,126.7730607,29.546,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644061461274242,13063,1658644061400145472,gps,2,0,37.2390758,126.7730607,29.548,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644061553338007,13064,1658644061500145461,gps,2,0,37.2390758,126.7730606,29.545,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644061652554212,13065,1658644061600145450,gps,2,0,37.2390757,126.7730606,29.543,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644061752556856,13066,1658644061700145439,gps,2,0,37.2390757,126.7730606,29.551,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644061852418164,13067,1658644061800145429,gps,2,0,37.2390758,126.7730606,29.551,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644061952038171,13068,1658644061900145418,gps,2,0,37.2390757,126.7730606,29.548,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644062061911116,13069,1658644062000145407,gps,2,0,37.2390757,126.7730606,29.554,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644062155991727,13070,1658644062100145396,gps,2,0,37.2390757,126.7730606,29.553,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644062253496488,13071,1658644062200145385,gps,2,0,37.2390758,126.7730606,29.553,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644062358678751,13072,1658644062300145374,gps,2,0,37.2390757,126.7730606,29.557,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644062463088941,13073,1658644062400145364,gps,2,0,37.2390757,126.7730606,29.551,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644062551990195,13074,1658644062500145353,gps,2,0,37.2390757,126.7730606,29.55,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644062652452876,13075,1658644062600145342,gps,2,0,37.2390757,126.7730606,29.549,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644062752960949,13076,1658644062700145331,gps,2,0,37.2390757,126.7730606,29.546,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644062852112236,13077,1658644062800145320,gps,2,0,37.2390757,126.7730606,29.549,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644062951781108,13078,1658644062900145309,gps,2,0,37.2390757,126.7730606,29.549,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644063056089699,13079,1658644063000145298,gps,2,0,37.2390757,126.7730606,29.548,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644063156630138,13080,1658644063100145287,gps,2,0,37.2390757,126.7730606,29.549,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644063264434487,13081,1658644063200145277,gps,2,0,37.2390757,126.7730606,29.55,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644063367949262,13082,1658644063300145265,gps,2,0,37.2390757,126.7730606,29.542,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644063456332415,13083,1658644063400145254,gps,2,0,37.2390757,126.7730606,29.543,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644063552856432,13084,1658644063500145243,gps,2,0,37.2390758,126.7730607,29.543,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644063654460229,13085,1658644063600145232,gps,2,0,37.2390758,126.7730607,29.535,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644063752834331,13086,1658644063700145222,gps,2,0,37.2390758,126.7730607,29.533,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644063852755843,13087,1658644063800145211,gps,2,0,37.2390757,126.7730607,29.539,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644063950491665,13088,1658644063900145200,gps,2,0,37.2390758,126.7730607,29.538,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644064058586518,13089,1658644064000145189,gps,2,0,37.2390758,126.7730607,29.54,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644064162253937,13090,1658644064100145178,gps,2,0,37.2390757,126.7730607,29.54,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644064260169465,13091,1658644064200145167,gps,2,0,37.2390757,126.7730607,29.539,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644064366795400,13092,1658644064300145156,gps,2,0,37.2390757,126.7730607,29.54,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644064454351066,13093,1658644064400145146,gps,2,0,37.2390757,126.7730607,29.535,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644064551979705,13094,1658644064500145135,gps,2,0,37.2390758,126.7730607,29.532,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644064650388710,13095,1658644064600145124,gps,2,0,37.2390758,126.7730607,29.534,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644064750293783,13096,1658644064700145113,gps,2,0,37.2390758,126.7730607,29.535,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644064847083832,13097,1658644064800145102,gps,2,0,37.2390757,126.7730607,29.534,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644064946914667,13098,1658644064900145091,gps,2,0,37.2390758,126.7730607,29.534,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644065055929893,13099,1658644065000145081,gps,2,0,37.2390757,126.7730607,29.534,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644065158844275,13100,1658644065100145070,gps,2,0,37.2390758,126.7730607,29.532,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644065256677597,13101,1658644065200145059,gps,2,0,37.2390758,126.7730607,29.526,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644065363771826,13102,1658644065300145049,gps,2,0,37.2390758,126.7730607,29.528,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644065456109104,13103,1658644065400145038,gps,2,0,37.2390758,126.7730607,29.537,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644065552263790,13104,1658644065500145027,gps,2,0,37.2390758,126.7730607,29.537,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644065648983324,13105,1658644065600145016,gps,2,0,37.2390758,126.7730607,29.536,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644065746588500,13106,1658644065700145006,gps,2,0,37.2390758,126.7730607,29.539,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644065846295525,13107,1658644065800144995,gps,2,0,37.2390757,126.7730607,29.538,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644065948340387,13108,1658644065900144984,gps,2,0,37.2390757,126.7730607,29.541,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644066056729340,13109,1658644066000144973,gps,2,0,37.2390757,126.7730607,29.537,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644066162285277,13110,1658644066100144962,gps,2,0,37.2390757,126.7730607,29.538,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644066264922002,13111,1658644066200144951,gps,2,0,37.2390758,126.7730607,29.54,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644066353334505,13112,1658644066300144940,gps,2,0,37.2390757,126.7730606,29.544,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644066454453666,13113,1658644066400144930,gps,2,0,37.2390757,126.7730607,29.542,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644066549839889,13114,1658644066500144919,gps,2,0,37.2390757,126.7730607,29.543,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644066647039483,13115,1658644066600144908,gps,2,0,37.2390757,126.7730606,29.541,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644066747406325,13116,1658644066700144897,gps,2,0,37.2390757,126.7730607,29.546,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644066849396900,13117,1658644066800144886,gps,2,0,37.2390757,126.7730606,29.542,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644066950029263,13118,1658644066900144875,gps,2,0,37.2390757,126.7730607,29.544,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644067055337850,13119,1658644067000144865,gps,2,0,37.2390757,126.7730606,29.542,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644067158073471,13120,1658644067100144854,gps,2,0,37.2390757,126.7730607,29.546,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644067262680996,13121,1658644067200144843,gps,2,0,37.2390757,126.7730607,29.545,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644067354239271,13122,1658644067300144832,gps,2,0,37.2390758,126.7730607,29.55,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644067456915014,13123,1658644067400144821,gps,2,0,37.2390758,126.7730607,29.548,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644067551141751,13124,1658644067500144810,gps,2,0,37.2390757,126.7730607,29.55,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644067648883938,13125,1658644067600144800,gps,2,0,37.2390757,126.7730607,29.546,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644067749198371,13126,1658644067700144789,gps,2,0,37.2390758,126.7730607,29.545,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644067848012172,13127,1658644067800144778,gps,2,0,37.2390757,126.7730607,29.544,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644067947124026,13128,1658644067900144767,gps,2,0,37.2390757,126.7730607,29.545,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644068056127349,13129,1658644068000144756,gps,2,0,37.2390757,126.7730607,29.543,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644068157584281,13130,1658644068100144746,gps,2,0,37.2390757,126.7730607,29.545,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644068259284965,13131,1658644068200144735,gps,2,0,37.2390757,126.7730607,29.544,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644068352568908,13132,1658644068300144724,gps,2,0,37.2390757,126.7730606,29.541,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644068452174036,13133,1658644068400144713,gps,2,0,37.2390757,126.7730606,29.539,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644068547753786,13134,1658644068500144702,gps,2,0,37.2390758,126.7730607,29.54,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644068649732815,13135,1658644068600144691,gps,2,0,37.2390758,126.7730607,29.536,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644068750815904,13136,1658644068700144681,gps,2,0,37.2390758,126.7730607,29.539,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644068848216916,13137,1658644068800144670,gps,2,0,37.2390758,126.7730606,29.536,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644068949014995,13138,1658644068900144659,gps,2,0,37.2390758,126.7730607,29.537,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644069057262895,13139,1658644069000144648,gps,2,0,37.2390758,126.7730607,29.535,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644069156518839,13140,1658644069100144637,gps,2,0,37.2390758,126.7730607,29.533,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644069252471393,13141,1658644069200144627,gps,2,0,37.2390758,126.7730607,29.533,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644069352063484,13142,1658644069300144616,gps,2,0,37.2390758,126.7730607,29.53,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644069459973059,13143,1658644069400144605,gps,2,0,37.2390758,126.7730607,29.534,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644069552291706,13144,1658644069500144594,gps,2,0,37.2390758,126.7730607,29.537,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644069748241788,13145,1658644069700144573,gps,2,0,37.2390758,126.7730607,29.532,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644069849237160,13146,1658644069800144562,gps,2,0,37.2390758,126.7730607,29.534,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644069952037161,13147,1658644069900144551,gps,2,0,37.2390758,126.7730607,29.528,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644070060901080,13148,1658644070000144540,gps,2,0,37.2390758,126.7730607,29.526,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644070157012001,13149,1658644070100144530,gps,2,0,37.2390758,126.7730607,29.525,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644070252276885,13150,1658644070200144519,gps,2,0,37.2390758,126.7730607,29.527,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644070359071095,13151,1658644070300144508,gps,2,0,37.2390758,126.7730607,29.52,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644070464210957,13152,1658644070400144496,gps,2,0,37.2390758,126.7730607,29.532,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644070557564460,13153,1658644070500144486,gps,2,0,37.2390758,126.7730607,29.539,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644070655914917,13154,1658644070600144475,gps,2,0,37.2390758,126.7730607,29.536,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644070756108859,13155,1658644070700144464,gps,2,0,37.2390758,126.7730607,29.533,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644070852280903,13156,1658644070800144453,gps,2,0,37.2390758,126.7730607,29.531,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644070951245153,13157,1658644070900144442,gps,2,0,37.2390758,126.7730607,29.534,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644071060935057,13158,1658644071000144432,gps,2,0,37.2390758,126.7730607,29.533,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644071155166894,13159,1658644071100144421,gps,2,0,37.2390758,126.7730607,29.53,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644071254069844,13160,1658644071200144410,gps,2,0,37.2390758,126.7730607,29.529,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644071362965552,13161,1658644071300144400,gps,2,0,37.2390758,126.7730607,29.535,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644071458023682,13162,1658644071400144389,gps,2,0,37.2390758,126.7730607,29.536,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644071555171347,13163,1658644071500144378,gps,2,0,37.2390758,126.7730607,29.536,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644071653148282,13164,1658644071600144367,gps,2,0,37.2390758,126.7730607,29.537,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644071752132464,13165,1658644071700144357,gps,2,0,37.2390758,126.7730607,29.534,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644071850999883,13166,1658644071800144346,gps,2,0,37.2390758,126.7730607,29.534,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644071951260474,13167,1658644071900144335,gps,2,0,37.2390758,126.7730607,29.533,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644072055989303,13168,1658644072000144324,gps,2,0,37.2390758,126.7730607,29.53,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644072157343229,13169,1658644072100144313,gps,2,0,37.2390758,126.7730608,29.529,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644072258220144,13170,1658644072200144303,gps,2,0,37.2390758,126.7730608,29.526,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
1658644072364147376,13171,1658644072300144292,gps,2,0,37.2390758,126.7730607,29.523,0.000196,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.0001,2
