%time,field.header.seq,field.header.stamp,field.header.frame_id,field.drive.steering_angle,field.drive.steering_angle_velocity,field.drive.speed,field.drive.acceleration,field.drive.jerk
1655713492045071335,1,1655713492044512033,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713492141324905,2,1655713492140206098,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713492244216848,3,1655713492244036912,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713492338876520,4,1655713492338685989,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713492437315993,5,1655713492436711072,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713492537806100,6,1655713492537666082,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713492640197478,7,1655713492640053033,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713492738165281,8,1655713492737622022,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713492844929074,9,1655713492844763040,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713492977722960,10,1655713492977163076,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713493041464789,11,1655713493041312932,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713493137993669,12,1655713493137753009,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713493241167146,13,1655713493240565061,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713493338953492,14,1655713493338413000,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713493439425148,15,1655713493439178943,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713493539912709,16,1655713493539316892,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713493637725545,17,1655713493637584924,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713493738940831,18,1655713493738733053,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713493840363353,19,1655713493840183973,/map,3.10441827774,0.0,0.00509901950136,0.0,0.0
1655713493937434776,20,1655713493936868906,/map,3.10441827774,0.0,0.0063245552592,0.0,0.0
1655713494039855835,21,1655713494039328098,/map,3.10441827774,0.0,0.00600000005215,0.0,0.0
1655713494142631612,22,1655713494142477989,/map,3.10441827774,0.0,0.00223606801592,0.0,0.0
1655713494238936132,23,1655713494238399982,/map,3.10441827774,0.0,0.00447213603184,0.0,0.0
1655713494338633337,24,1655713494338515043,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713494438125887,25,1655713494437448024,/map,3.10441827774,0.0,0.00447213603184,0.0,0.0
1655713494542796500,26,1655713494542684078,/map,3.10441827774,0.0,0.0010000000475,0.0,0.0
1655713494639493264,27,1655713494638700008,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713494749366798,28,1655713494747649908,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713494840078609,29,1655713494839874029,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713494940419730,30,1655713494939886093,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713495040419463,31,1655713495039879083,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713495138959594,32,1655713495138758897,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713495239756457,33,1655713495239607095,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713495339102408,34,1655713495338517904,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713495438034922,35,1655713495437850952,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713495538069643,36,1655713495537936925,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713495638125653,37,1655713495637537002,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713495739731290,38,1655713495739583969,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713495840072669,39,1655713495839426994,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713495940161297,40,1655713495940011024,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713496038082741,41,1655713496037554979,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713496141656932,42,1655713496140584945,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713496245406155,43,1655713496245204925,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713496339832193,44,1655713496339173078,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713496438356542,45,1655713496437783956,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713496541395637,46,1655713496541277885,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713496639964392,47,1655713496639271020,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713496743695264,48,1655713496743510007,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713496842344840,49,1655713496842199087,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713496939929376,50,1655713496939328908,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713497038409933,51,1655713497037832975,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713497138401408,52,1655713497138175010,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713497238869470,53,1655713497238686084,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713497338484175,54,1655713497338342905,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713497444846032,55,1655713497444669961,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713497536225326,56,1655713497536086082,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713497645140884,57,1655713497644604921,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713497739629640,58,1655713497739094972,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713497839621007,59,1655713497839016914,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713497938883929,60,1655713497938628911,/map,3.10441827774,0.0,0.0010000000475,0.0,0.0
1655713498040939838,61,1655713498040790081,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713498142660841,62,1655713498142535924,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713498243412873,63,1655713498243244886,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713498338794285,64,1655713498338141918,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713498435803139,65,1655713498435663938,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713498538188378,66,1655713498537631988,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713498639499632,67,1655713498638433933,/map,3.10441827774,0.0,0.0,0.0,0.0
1655713498739909744,68,1655713498739722967,/map,-0.0920759066939,0.0,0.00200000009499,0.0,0.0
1655713498838792502,69,1655713498837827920,/map,5.89390420914,0.0,0.00200000009499,0.0,0.0
1655713498964274549,70,1655713498964121103,/map,-0.256898254156,0.0,0.00400000018999,0.0,0.0
1655713499042056421,71,1655713499041951894,/map,-0.130945280194,0.0,0.0,0.0,0.0
1655713499137826031,72,1655713499137253999,/map,5.80930089951,0.0,0.0241246763617,0.0,0.0
1655713499241876409,73,1655713499241750955,/map,-0.276615947485,0.0,0.0198494326323,0.0,0.0
1655713499341014431,74,1655713499340884923,/map,-0.276615947485,0.0,0.0322024859488,0.0,0.0
1655713499437530365,75,1655713499437380075,/map,-0.228017404675,0.0,0.0,0.0,0.0
1655713499541873047,76,1655713499541755914,/map,-0.212952688336,0.0,0.0120415948331,0.0,0.0
1655713499639959560,77,1655713499639858007,/map,-0.221605136991,0.0,0.00877496413887,0.0,0.0
1655713499740237050,78,1655713499739645957,/map,-0.221605136991,0.0,0.0,0.0,0.0
1655713499847763604,79,1655713499847204923,/map,-0.155844286084,0.0,0.00374165736139,0.0,0.0
1655713499938778158,80,1655713499938116073,/map,-0.184558704495,0.0,0.0200499370694,0.0,0.0
1655713500041199134,81,1655713500040429115,/map,-0.182209804654,0.0,0.007810249459,0.0,0.0
1655713500140162476,82,1655713500139643907,/map,-0.182209804654,0.0,0.0,0.0,0.0
1655713500239093173,83,1655713500238549947,/map,-0.215670660138,0.0,0.0036055513192,0.0,0.0
1655713500347662918,84,1655713500347104072,/map,-0.192466571927,0.0,0.00640312442556,0.0,0.0
1655713500441562690,85,1655713500440345048,/map,-0.147203996778,0.0,0.00806225743145,0.0,0.0
1655713500540425712,86,1655713500539870023,/map,-0.123799644411,0.0,0.00707106757909,0.0,0.0
1655713500638880312,87,1655713500638721942,/map,-0.218602254987,0.0,0.0206155274063,0.0,0.0
1655713500740061712,88,1655713500739489078,/map,-0.192931964993,0.0,0.0,0.0,0.0
